"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.090032154340836,3051
2013,2,0.090032154340836,3302
2013,3,0.090032154340836,3314
2013,4,0.090032154340836,3152
2014,1,0.0678466076696165,3287
2014,2,0.0678466076696165,3390
2014,3,0.0678466076696165,3597
2014,4,0.0678466076696165,3597
2015,1,0.0883977900552486,3466
2015,2,0.0883977900552486,3395
2015,3,0.0883977900552486,3608
2015,4,0.0883977900552486,3261
2016,1,0.0909090909090909,3326
2016,2,0.116751269035533,3318
2016,3,0.116751269035533,3329
2016,4,0.1125,3398
2017,1,0.0647727272727273,3337
2017,2,0.0647727272727273,3466
2017,3,0.0647727272727273,3505
2017,4,0.0647727272727273,3191
2018,1,0.0181430096051227,3166
2018,2,0.0181430096051227,3233
2018,3,0.0181430096051227,3189
2018,4,0.0181430096051227,3283
2019,1,0.0461215932914046,3044
2019,2,0.0461215932914046,2968
2019,3,0.0461215932914046,3030
2019,4,0.0461215932914046,2948
2020,1,0.0354433497536946,2770
2020,2,0.0410821643286573,2139
2020,3,0.0392307692307692,2000
2020,4,0.0313299008791286,2102
2021,1,0,1822
2021,2,0,1096
2021,3,0,1562
2021,4,0,1265
2022,1,0.101818181818182,1016
2022,2,0.101818181818182,1426
2022,3,0.101818181818182,2115
2022,4,0.101818181818182,2306
2023,1,0.0742574257425743,2381
2023,2,0.0792079207920792,2641
2023,3,0.0891089108910891,2571
2023,4,0.0891089108910891,2445
2024,1,0.0844854070660522,2582
2024,2,0.0696969696969697,2672
2024,3,0.0696969696969697,2830
2024,4,0.0696969696969697,2643
2025,1,0.075070821529745,2651
2025,2,0.075070821529745,2624
2025,3,0.075070821529745,2617
