"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.272663082557027,22667
2013,2,0.276715039035912,23573
2013,3,0.271168088842689,23583
2013,4,0.289389782290151,23230
2014,1,0.275709183918166,23616
2014,2,0.259400261000901,24202
2014,3,0.252103349661879,24957
2014,4,0.248988895482954,25295
2015,1,0.221819337239481,25403
2015,2,0.201008198795711,25620
2015,3,0.173764797219067,25838
2015,4,0.174469181524148,25929
2016,1,0.143866680754658,25527
2016,2,0.162239304090638,26354
2016,3,0.170033331881399,26995
2016,4,0.209626601107777,27025
2017,1,0.224559739911205,26655
2017,2,0.231734595528208,26824
2017,3,0.227116763739048,27605
2017,4,0.233665692491219,27467
2018,1,0.244938058397226,26528
2018,2,0.231739683072504,26806
2018,3,0.213314108121765,26668
2018,4,0.211999776913658,26997
2019,1,0.205904648025151,26131
2019,2,0.20575507457785,25967
2019,3,0.219322996618399,26477
2019,4,0.216934550202832,25375
2020,1,0.205810341972977,23580
2020,2,0.186262427820463,19654
2020,3,0.172211911316712,19368
2020,4,0.142746715170675,19405
2021,1,0.00499289523749113,15697
2021,2,0.00345337210550196,8448
2021,3,-0.0255910141134529,11895
2021,4,-0.0338670530957312,10642
2022,1,0.211521891616258,9965
2022,2,0.244508579086197,12973
2022,3,0.281231298385985,18170
2022,4,0.325368554063829,20551
2023,1,0.301440923743309,21492
2023,2,0.292043160632497,22794
2023,3,0.271002625251517,22814
2023,4,0.254561407089169,22046
2024,1,0.269273851477136,22257
2024,2,0.293865502593784,23494
2024,3,0.284028888638192,24249
2024,4,0.284940869719978,23365
2025,1,0.274167323283704,23329
2025,2,0.28171749412043,24020
2025,3,0.270607347299277,24213
