"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.090032154340836,7965
2013,2,0.090032154340836,8307
2013,3,0.090032154340836,8353
2013,4,0.090032154340836,8213
2014,1,0.0678466076696165,8564
2014,2,0.0678466076696165,8779
2014,3,0.0678466076696165,9109
2014,4,0.0678466076696165,9488
2015,1,0.0678466076696165,9613
2015,2,0.0791388441169698,9496
2015,3,0.0714285714285714,9749
2015,4,0.0666666666666667,9354
2016,1,0.0352941176470588,9451
2016,2,0.0833333333333333,9631
2016,3,0.0736842105263158,9833
2016,4,0.0833333333333333,9753
2017,1,0.0615384615384615,9669
2017,2,0.0526315789473684,9983
2017,3,0.0444444444444444,10123
2017,4,0.0458906112898508,9958
2018,1,0.0181430096051227,9799
2018,2,0.0181430096051227,9807
2018,3,0.0105263157894737,9749
2018,4,0.00421052631578947,9970
2019,1,0,9571
2019,2,0.036036036036036,9407
2019,3,0,9734
2019,4,0,9107
2020,1,0,8506
2020,2,0,6934
2020,3,0,7051
2020,4,0,7001
2021,1,0,6399
2021,2,0,3534
2021,3,0,5287
2021,4,0,4685
2022,1,0.0714285714285714,4082
2022,2,0.101818181818182,5388
2022,3,0.101818181818182,7794
2022,4,0.101818181818182,8687
2023,1,0.0742574257425743,9101
2023,2,0.0742574257425743,9688
2023,3,0.0891089108910891,9581
2023,4,0.0836083608360836,9623
2024,1,0.0778625954198473,9547
2024,2,0.0696969696969697,10097
2024,3,0.0696969696969697,10476
2024,4,0.0696969696969697,10168
2025,1,0.075070821529745,9991
2025,2,0.075070821529745,10560
