"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.090032154340836,642
2013,2,0.090032154340836,675
2013,3,0.0444444444444444,647
2013,4,0.090032154340836,806
2014,1,0.0769230769230769,821
2014,2,0.0678466076696165,762
2014,3,0.0678466076696165,753
2014,4,0.0678466076696165,843
2015,1,0.0883977900552486,868
2015,2,0.0883977900552486,868
2015,3,0.0883977900552486,797
2015,4,0.0714285714285714,807
2016,1,0.0376470588235294,844
2016,2,0.1,831
2016,3,0.0526315789473684,904
2016,4,0.116751269035533,803
2017,1,0.0647727272727273,867
2017,2,0.0647727272727273,857
2017,3,0,882
2017,4,0.0388775510204082,910
2018,1,0.00317478187447228,870
2018,2,0.00421052631578947,902
2018,3,0.0181430096051227,884
2018,4,0,890
2019,1,0.001001001001001,883
2019,2,0,867
2019,3,0.0408333333333333,840
2019,4,0,799
2020,1,0.045,736
2020,2,0.0416666666666667,625
2020,3,0.0191381747504196,588
2020,4,0.0387229003461468,594
2021,1,0,458
2021,2,0.04,181
2021,3,0,333
2021,4,0,344
2022,1,0.101818181818182,248
2022,2,0.101818181818182,333
2022,3,0.101818181818182,585
2022,4,0.101818181818182,660
2023,1,0.0816666666666667,698
2023,2,0.0891089108910891,720
2023,3,0.0726072607260726,743
2023,4,0.0891089108910891,729
2024,1,0.0844854070660522,678
2024,2,0.0696969696969697,736
2024,3,0.0696969696969697,802
2024,4,0.0696969696969697,819
2025,1,0.075070821529745,659
2025,2,0.075070821529745,792
