"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.049774943735934,528
2013,2,0.090032154340836,527
2013,3,0.090032154340836,585
2013,4,0.0289389067524116,517
2014,1,0.0523917995444191,503
2014,2,0.0678466076696165,549
2014,3,0.0444444444444444,577
2014,4,0.0678466076696165,577
2015,1,0,630
2015,2,0.0856169505608641,576
2015,3,0.0876471708896933,580
2015,4,0.0666666666666667,567
2016,1,0,555
2016,2,0.0786802030456853,565
2016,3,0.104,599
2016,4,0.0741758241758242,616
2017,1,0,559
2017,2,0.0269886363636364,512
2017,3,0.0411111111111111,541
2017,4,0,531
2018,1,0,503
2018,2,0,475
2018,3,0,499
2018,4,0,452
2019,1,0,439
2019,2,0,404
2019,3,0,369
2019,4,0,369
2020,1,0,367
2020,2,0,237
2020,3,0,205
2020,4,0,222
2021,1,0,265
2021,2,0.0526315789473684,119
2021,3,0,220
2021,4,0,182
2022,1,0.01,185
2022,2,0.0909090909090909,231
2022,3,0.101818181818182,391
2022,4,0.101818181818182,460
2023,1,0.0742574257425743,514
2023,2,0.0726072607260726,547
2023,3,0.0891089108910891,533
2023,4,0,479
2024,1,0.0680786686838124,457
2024,2,0.0606060606060606,463
2024,3,0.0606060606060606,538
2024,4,0.0696969696969697,234
2025,1,0.012,246
2025,2,0.075070821529745,275
2013,1,0.090032154340836,6146
2013,2,0.090032154340836,6568
2013,3,0.090032154340836,6396
2013,4,0.090032154340836,6199
2014,1,0.0678466076696165,6366
2014,2,0.0678466076696165,6549
2014,3,0.0678466076696165,6560
2014,4,0.0416666666666667,6827
2015,1,0.0666666666666667,6563
2015,2,0.0359116022099447,6579
2015,3,0.0416666666666667,6959
2015,4,0,6791
2016,1,0.0152284263959391,6489
2016,2,0.0310889175257732,6486
2016,3,0.0352941176470588,6593
2016,4,0.0697674418604651,6739
2017,1,0.0352941176470588,6638
2017,2,0.0227272727272727,6681
2017,3,0,6647
2017,4,0,6641
2018,1,0,6338
2018,2,0,6602
2018,3,0,6366
2018,4,0,6487
2019,1,0,6210
2019,2,0,5983
2019,3,0,6228
2019,4,0,5746
2020,1,0,5207
2020,2,0,4096
2020,3,0,3966
2020,4,0,3968
2021,1,0,3399
2021,2,0,1743
2021,3,0,2693
2021,4,0,2340
2022,1,0.0909090909090909,2167
2022,2,0.101818181818182,2755
2022,3,0.101818181818182,4140
2022,4,0.101818181818182,4595
2023,1,0.0742574257425743,4833
2023,2,0.0742574257425743,5030
2023,3,0.0769230769230769,5015
2023,4,0.0620811903259162,4636
2024,1,0.0714285714285714,4583
2024,2,0.0696969696969697,4823
2024,3,0.0696969696969697,4913
2024,4,0.0696969696969697,3951
