"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0562803754340917,2564
2013,2,0.0370793611100482,2699
2013,3,0.0404023435873872,2726
2013,4,0.0492828790429502,2626
2014,1,0.0381526731356562,2514
2014,2,0.0206952950241861,2596
2014,3,0.0127917788643558,2673
2014,4,0.00620575217506811,2723
2015,1,0.0166785421745336,2555
2015,2,0.00943264785809168,2610
2015,3,-0.000626112348750433,2620
2015,4,-0.0138636498788737,2569
2016,1,-0.00158041591376365,2500
2016,2,0.0187852780071107,2568
2016,3,0.0147601137942667,2722
2016,4,0.0330045025883075,2716
2017,1,0.0308057218787455,2430
2017,2,0.030077709100643,2537
2017,3,0.0385910298598637,2486
2017,4,0.0373506853153893,2519
2018,1,0.00167130737996192,2428
2018,2,-0.00711506976737013,2490
2018,3,-0.0144930865941243,2377
2018,4,-0.0134050042409653,2462
2019,1,0.00444266847270694,2191
2019,2,0.00419615516705734,2168
2019,3,0.014863248015617,2399
2019,4,0.0146916157262874,2208
2020,1,0.00521824446604587,1959
2020,2,0.0206023445580551,1625
2020,3,0.0123129401042198,1586
2020,4,-0.00411967283716362,1643
2021,1,-0.0471684286735294,1352
2021,2,-0.0653235989368795,631
2021,3,-0.0780550773758815,941
2021,4,-0.0821737004409448,889
2022,1,-0.00234982899638475,765
2022,2,0.00388989453569034,1111
2022,3,0.0339374244927568,1653
2022,4,0.0536028736104238,1850
2023,1,0.0346800889560584,1871
2023,2,0.0592588524987292,2147
2023,3,0.0438829588053595,2075
2023,4,0.0400874534555538,1956
2024,1,0.0444141481851493,1939
2024,2,0.0434942935574253,2113
2024,3,0.0298953600890917,2162
2024,4,0.0271313861650384,1935
2025,1,0.0273650832567259,1912
2025,2,0.0395686848895238,2094
2025,3,0.0267831815810057,2095
