"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.0154081678443786,16479
2013,2,0.0112531139485875,17078
2013,3,0.0136348701619559,17022
2013,4,0.022091393157409,16847
2014,1,0.0109501379892986,17136
2014,2,0.00158918605499206,17571
2014,3,-0.00271780490235253,18251
2014,4,-0.0165454608659246,18373
2015,1,-0.0245530641146291,18423
2015,2,-0.0330775110326949,18582
2015,3,-0.0593051379631788,18717
2015,4,-0.0822798047281205,18973
2016,1,-0.0793961367061308,18567
2016,2,-0.0506847550124984,19067
2016,3,-0.0414345660654788,19679
2016,4,-0.0159401430011026,19692
2017,1,-0.0106961502458768,19500
2017,2,-0.00138895923826689,19545
2017,3,0.00136565290055399,20177
2017,4,0.00748857982672746,19919
2018,1,-0.00949566797199728,19288
2018,2,-0.0174858368160531,19289
2018,3,-0.028626136938099,19224
2018,4,-0.0330472159678559,19403
2019,1,-0.033478556482594,18760
2019,2,-0.0357294299846376,18697
2019,3,-0.0259885098820647,18882
2019,4,-0.0258521581906749,18038
2020,1,-0.0303582820186635,16771
2020,2,-0.0147557999589598,14107
2020,3,-0.0222836286558588,13894
2020,4,-0.0361990709203355,13946
2021,1,-0.049708184840889,11131
2021,2,-0.0737353488256904,6043
2021,3,-0.0880360244680407,8518
2021,4,-0.0904156656239411,7481
2022,1,-0.0450277608529098,7074
2022,2,-0.0202844550206465,9255
2022,3,0.008345671197282,12730
2022,4,0.0343133006596789,14462
2023,1,0.0211364186784163,14983
2023,2,0.0403835630339504,15728
2023,3,0.0280665503386117,15748
2023,4,0.0144560591711211,15343
2024,1,0.0256562013795272,15514
2024,2,0.0268689856005768,16416
2024,3,0.0198700432848505,16921
2024,4,0.00854681384195782,16489
2025,1,0.0170840018303349,16294
2025,2,0.0165660223416419,16749
