"ano_final","trimestre","mediana_variacao","obs"
2013,1,0.090032154340836,7555
2013,2,0.090032154340836,7786
2013,3,0.090032154340836,7834
2013,4,0.090032154340836,7518
2014,1,0.0678466076696165,7864
2014,2,0.0678466076696165,8130
2014,3,0.0678466076696165,8344
2014,4,0.0678466076696165,8363
2015,1,0.0714285714285714,8344
2015,2,0.08,8629
2015,3,0.0666666666666667,8626
2015,4,0.0769230769230769,8508
2016,1,0.0769230769230769,8460
2016,2,0.0909090909090909,8643
2016,3,0.0909090909090909,8799
2016,4,0.0952380952380952,8963
2017,1,0.0647727272727273,8706
2017,2,0.0647727272727273,8794
2017,3,0.0647727272727273,9012
2017,4,0.0647727272727273,8830
2018,1,0.0181430096051227,8802
2018,2,0.0181430096051227,8576
2018,3,0.0181430096051227,8363
2018,4,0.018054639444095,8306
2019,1,0.0181430096051227,8296
2019,2,0.0414755351681957,8322
2019,3,0.0447761194029851,8153
2019,4,0.0316914477849829,7716
2020,1,0.0277777777777778,7425
2020,2,0.00200400801603206,6629
2020,3,0,6482
2020,4,0,6449
2021,1,0,5264
2021,2,0,2749
2021,3,0,3735
2021,4,0,3296
2022,1,0.0714285714285714,2838
2022,2,0.101818181818182,3919
2022,3,0.101818181818182,5473
2022,4,0.101818181818182,6169
2023,1,0.0742574257425743,6559
2023,2,0.0833333333333333,6944
2023,3,0.0891089108910891,6967
2023,4,0.0891089108910891,6939
2024,1,0.0844854070660522,7156
2024,2,0.0696969696969697,7364
2024,3,0.0696969696969697,7472
2024,4,0.0696969696969697,7299
2025,1,0.075070821529745,7455
2025,2,0.075070821529745,7672
